date_time,open,high,low,close,volume,spread,real_volume
2010-04-01 12:00:00,126.208,126.402,126.074,126.283,4712,23,0
2010-04-01 14:00:00,126.286,126.764,126.201,126.732,7391,24,0
2010-04-01 16:00:00,126.729,127.48,126.717,127.302,8373,24,0
2010-04-01 18:00:00,127.3,127.508,127.194,127.34,4724,25,0
2010-04-01 20:00:00,127.342,127.533,127.231,127.514,3309,24,0
2010-04-01 22:00:00,127.519,127.546,127.386,127.507,2712,27,0
2010-04-02 00:00:00,127.507,127.54,127.328,127.339,2474,28,0
2010-04-02 02:00:00,127.334,127.392,127.192,127.263,3584,27,0
2010-04-02 04:00:00,127.262,127.318,127.145,127.196,2734,26,0
2010-04-02 06:00:00,127.194,127.391,127.143,127.34,3078,26,0
2010-04-02 08:00:00,127.338,127.511,127.259,127.3,3491,27,0
2010-04-02 10:00:00,127.302,127.315,127.159,127.292,2368,27,0
2010-04-02 12:00:00,127.291,127.438,127.247,127.3,2836,26,0
2010-04-02 14:00:00,127.304,127.886,126.868,127.659,8427,28,0
2010-04-02 16:00:00,127.66,127.708,127.442,127.461,3398,26,0
2010-04-02 18:00:00,127.459,127.577,127.419,127.485,2183,26,0
2010-04-02 20:00:00,127.486,127.569,127.451,127.548,1623,25,0
2010-04-02 22:00:00,127.549,127.757,127.546,127.74,962,33,0
2010-04-05 00:00:00,127.72,127.755,127.549,127.557,2482,28,0
2010-04-05 02:00:00,127.556,127.813,127.449,127.699,3259,24,0
2010-04-05 04:00:00,127.698,127.713,127.543,127.616,2128,25,0
2010-04-05 06:00:00,127.613,127.668,127.509,127.519,2568,24,0
2010-04-05 08:00:00,127.517,127.548,127.288,127.475,3428,25,0
2010-04-05 10:00:00,127.476,127.531,127.291,127.297,2464,26,0
2010-04-05 12:00:00,127.296,127.4,127.197,127.21,2084,24,0
2010-04-05 14:00:00,127.212,127.781,127.109,127.738,4388,24,0
2010-04-05 16:00:00,127.764,127.777,127.096,127.145,4881,25,0
2010-04-05 18:00:00,127.148,127.245,126.928,127.14,4530,27,0
2010-04-05 20:00:00,127.144,127.17,127.032,127.123,2432,28,0
2010-04-05 22:00:00,127.122,127.3,127.091,127.16,1982,28,0
2010-04-06 00:00:00,127.158,127.357,126.953,126.954,2168,27,0
2010-04-06 02:00:00,126.956,126.957,126.234,126.537,5438,26,0
2010-04-06 04:00:00,126.542,126.572,126.26,126.266,3141,24,0
2010-04-06 06:00:00,126.268,126.427,126.048,126.178,5216,24,0
2010-04-06 08:00:00,126.175,126.313,125.726,125.866,6845,24,0
2010-04-06 10:00:00,125.873,126.125,125.737,125.916,6005,24,0
2010-04-06 12:00:00,125.913,126.137,125.792,125.908,4935,23,0
2010-04-06 14:00:00,125.91,126.083,125.35,125.607,7253,24,0
2010-04-06 16:00:00,125.594,125.767,125.444,125.493,6316,22,0
2010-04-06 18:00:00,125.492,125.579,125.41,125.544,4180,23,0
2010-04-06 20:00:00,125.543,125.776,125.435,125.613,4662,24,0
2010-04-06 22:00:00,125.61,125.705,125.554,125.566,2324,27,0
2010-04-07 00:00:00,125.566,125.691,125.212,125.289,2531,25,0
2010-04-07 02:00:00,125.283,125.875,125.283,125.8,4441,24,0
2010-04-07 04:00:00,125.801,126.142,125.79,125.952,3822,24,0
2010-04-07 06:00:00,125.954,126.108,125.57,125.708,3694,25,0
2010-04-07 08:00:00,125.71,125.855,125.449,125.618,6169,24,0
2010-04-07 10:00:00,125.619,125.897,125.619,125.8,5302,23,0
2010-04-07 12:00:00,125.798,125.854,124.839,125.076,6104,24,0
2010-04-07 14:00:00,125.077,125.375,124.607,125.236,6840,24,0
2010-04-07 16:00:00,125.239,125.376,124.891,125.062,6314,24,0
2010-04-07 18:00:00,125.064,125.106,124.738,124.752,5120,22,0
2010-04-07 20:00:00,124.756,124.921,124.46,124.566,4933,25,0
2010-04-07 22:00:00,124.568,124.648,124.324,124.379,2837,26,0
2010-04-08 00:00:00,124.38,124.565,124.223,124.225,2583,24,0
2010-04-08 02:00:00,124.227,124.541,124.171,124.331,4860,24,0
2010-04-08 04:00:00,124.33,124.398,124.197,124.248,3253,24,0
2010-04-08 06:00:00,124.249,124.42,124.181,124.395,3314,25,0
2010-04-08 08:00:00,124.391,124.393,123.741,123.753,6619,23,0
2010-04-08 10:00:00,123.751,123.886,123.416,123.6,7148,23,0
2010-04-08 12:00:00,123.593,123.773,123.478,123.592,5702,24,0
2010-04-08 14:00:00,123.595,124.13,123.583,123.879,7813,24,0
2010-04-08 16:00:00,123.874,124.52,123.871,124.451,7188,24,0
2010-04-08 18:00:00,124.446,124.7,124.417,124.653,5193,23,0
2010-04-08 20:00:00,124.65,124.832,124.553,124.613,3424,23,0
2010-04-08 22:00:00,124.612,124.821,124.597,124.752,2851,26,0
2010-04-09 00:00:00,124.756,125.144,124.67,124.927,2695,25,0
2010-04-09 02:00:00,124.931,125.093,124.824,124.923,4588,24,0
2010-04-09 04:00:00,124.928,125.095,124.79,125.025,2961,24,0
2010-04-09 06:00:00,125.022,125.037,124.788,124.894,3215,24,0
2010-04-09 08:00:00,124.898,125.491,124.882,125.369,7127,24,0
2010-04-09 10:00:00,125.37,125.775,125.325,125.518,5556,24,0
2010-04-09 12:00:00,125.516,125.696,125.394,125.448,4934,24,0
2010-04-09 14:00:00,125.451,125.692,125.024,125.604,7234,24,0
2010-04-09 16:00:00,125.607,125.801,125.262,125.621,8520,24,0
2010-04-09 18:00:00,125.62,125.731,125.489,125.502,4069,25,0
2010-04-09 20:00:00,125.498,125.756,125.398,125.715,3402,26,0
2010-04-09 22:00:00,125.707,125.806,125.672,125.765,1219,26,0
2010-04-12 00:00:00,126.815,127.27,126.792,127.112,5099,29,0
2010-04-12 02:00:00,127.113,127.266,126.857,127.109,4824,23,0
2010-04-12 04:00:00,127.107,127.234,127.078,127.169,3585,22,0
2010-04-12 06:00:00,127.161,127.445,127.095,127.246,4567,23,0
2010-04-12 08:00:00,127.244,127.426,127.094,127.132,7066,23,0
2010-04-12 10:00:00,127.128,127.372,127.071,127.185,5590,24,0
2010-04-12 12:00:00,127.187,127.309,126.796,126.965,5527,22,0
2010-04-12 14:00:00,126.967,127.046,126.74,126.858,6344,24,0
2010-04-12 16:00:00,126.856,127.032,126.59,126.63,5906,24,0
2010-04-12 18:00:00,126.627,126.736,126.575,126.643,3890,24,0
2010-04-12 20:00:00,126.642,126.688,126.579,126.65,2808,25,0
2010-04-12 22:00:00,126.647,126.741,126.57,126.633,2106,25,0
2010-04-13 00:00:00,126.623,126.794,126.587,126.619,1983,23,0
2010-04-13 02:00:00,126.621,126.633,125.883,126.014,6096,24,0
2010-04-13 04:00:00,126.013,126.252,125.692,125.702,4788,24,0
2010-04-13 06:00:00,125.703,126.155,125.698,126.124,4833,24,0
2010-04-13 08:00:00,126.125,127.07,125.988,126.733,7473,24,0
2010-04-13 10:00:00,126.734,126.766,126.123,126.368,6856,24,0
2010-04-13 12:00:00,126.371,126.658,126.353,126.436,4642,22,0
2010-04-13 14:00:00,126.44,126.575,126.007,126.008,7156,23,0
2010-04-13 16:00:00,126.006,126.609,125.943,126.509,8179,24,0
2010-04-13 18:00:00,126.507,126.598,126.377,126.571,4035,23,0
2010-04-13 20:00:00,126.569,126.66,126.517,126.579,2851,25,0
2010-04-13 22:00:00,126.578,126.976,126.578,126.872,3071,26,0
2010-04-14 00:00:00,126.865,126.998,126.767,126.939,2837,21,0
2010-04-14 02:00:00,126.938,127.431,126.908,127.202,5955,24,0
2010-04-14 04:00:00,127.203,127.373,127.158,127.304,3612,24,0
2010-04-14 06:00:00,127.305,127.406,127.207,127.402,3501,22,0
2010-04-14 08:00:00,127.406,127.589,127.177,127.372,6636,24,0
2010-04-14 10:00:00,127.369,127.662,127.349,127.581,6437,22,0
2010-04-14 12:00:00,127.579,127.611,127.134,127.293,6367,23,0
2010-04-14 14:00:00,127.292,127.546,127.214,127.226,8244,24,0
2010-04-14 16:00:00,127.233,127.469,126.908,127.11,10147,24,0
2010-04-14 18:00:00,127.108,127.259,127.034,127.073,4577,24,0
2010-04-14 20:00:00,127.078,127.275,127.048,127.246,3316,24,0
2010-04-14 22:00:00,127.247,127.347,127.224,127.321,2512,25,0
2010-04-15 00:00:00,127.318,127.498,127.317,127.409,2544,24,0
2010-04-15 02:00:00,127.413,127.646,127.391,127.42,4289,23,0
2010-04-15 04:00:00,127.416,127.657,127.411,127.491,4210,23,0
2010-04-15 06:00:00,127.493,127.499,127.168,127.189,4093,23,0
2010-04-15 08:00:00,127.19,127.361,126.356,126.605,7117,24,0
2010-04-15 10:00:00,126.607,126.619,125.81,126.029,7763,24,0
2010-04-15 12:00:00,126.032,126.225,125.945,126.158,5281,24,0
2010-04-15 14:00:00,126.156,126.677,126.04,126.633,8015,24,0
2010-04-15 16:00:00,126.636,126.671,125.933,125.984,7936,24,0
2010-04-15 18:00:00,125.986,126.374,125.972,126.192,4262,23,0
2010-04-15 20:00:00,126.194,126.383,126.143,126.343,3633,24,0
2010-04-15 22:00:00,126.34,126.4,126.218,126.392,3138,25,0
2010-04-16 00:00:00,126.392,126.41,126.214,126.325,3173,26,0
2010-04-16 02:00:00,126.323,126.325,125.514,125.615,6447,30,0
2010-04-16 04:00:00,125.618,125.699,125.308,125.55,4715,30,0
2010-04-16 06:00:00,125.551,125.707,125.49,125.493,4419,30,0
2010-04-16 08:00:00,125.488,125.488,125.05,125.34,7174,30,0
2010-04-16 10:00:00,125.339,125.712,125.314,125.552,5254,30,0
2010-04-16 12:00:00,125.554,126.078,125.193,125.339,6514,30,0
2010-04-16 14:00:00,125.342,125.406,125.017,125.105,7231,30,0
2010-04-16 16:00:00,125.104,125.283,123.861,124.119,11127,24,0
2010-04-16 18:00:00,124.115,124.301,123.988,124.218,6343,24,0
2010-04-16 20:00:00,124.215,124.564,124.209,124.431,4243,25,0
2010-04-16 22:00:00,124.432,124.44,124.356,124.436,1175,26,0
2010-04-19 00:00:00,123.991,124.282,123.889,123.906,4032,28,0
2010-04-19 02:00:00,123.908,124.327,123.885,123.894,5375,24,0
2010-04-19 04:00:00,123.896,124.037,123.696,123.828,4210,24,0
2010-04-19 06:00:00,123.826,124.03,123.73,123.935,3685,22,0
2010-04-19 08:00:00,123.934,123.978,123.148,123.52,7354,24,0
2010-04-19 10:00:00,123.521,123.68,123.324,123.461,6179,23,0
2010-04-19 12:00:00,123.46,123.626,123.346,123.597,5041,24,0
2010-04-19 14:00:00,123.595,124.007,123.363,123.953,7087,24,0
2010-04-19 16:00:00,123.957,124.32,123.952,124.045,7645,24,0
2010-04-19 18:00:00,124.051,124.455,123.924,124.251,5096,23,0
2010-04-19 20:00:00,124.25,124.658,124.232,124.599,4215,25,0
2010-04-19 22:00:00,124.602,124.803,124.554,124.669,2447,30,0
2010-04-20 00:00:00,124.669,124.818,124.605,124.737,2793,24,0
2010-04-20 02:00:00,124.736,125.117,124.649,124.696,5224,24,0
2010-04-20 04:00:00,124.697,124.85,124.619,124.793,2729,24,0
2010-04-20 06:00:00,124.79,124.983,124.602,124.625,3654,23,0
2010-04-20 08:00:00,124.626,125.218,124.474,125.155,6565,23,0
2010-04-20 10:00:00,125.154,125.46,125.003,125.3,7042,24,0
2010-04-20 12:00:00,125.302,125.606,125.236,125.297,5030,24,0
2010-04-20 14:00:00,125.295,125.519,125.113,125.409,6959,24,0
2010-04-20 16:00:00,125.408,125.61,125.087,125.408,7708,23,0
2010-04-20 18:00:00,125.403,125.521,125.209,125.253,3965,23,0
2010-04-20 20:00:00,125.252,125.337,125.196,125.197,2773,23,0
2010-04-20 22:00:00,125.196,125.356,125.164,125.288,2142,25,0
2010-04-21 00:00:00,125.286,125.29,124.906,124.976,2640,24,0
2010-04-21 02:00:00,124.974,125.103,124.638,125.031,4621,24,0
2010-04-21 04:00:00,125.029,125.157,124.947,124.95,2968,23,0
2010-04-21 06:00:00,124.946,125.268,124.857,125.206,4314,24,0
2010-04-21 08:00:00,125.205,125.511,125.093,125.254,6326,24,0
2010-04-21 10:00:00,125.253,125.516,125.123,125.395,5733,24,0
2010-04-21 12:00:00,125.393,125.428,124.275,124.564,7538,23,0
2010-04-21 14:00:00,124.565,125.243,124.524,125.116,7518,24,0
2010-04-21 16:00:00,125.114,125.157,124.558,124.78,7314,24,0
2010-04-21 18:00:00,124.778,125.111,124.757,124.916,4135,21,0
2010-04-21 20:00:00,124.911,124.962,124.575,124.828,3967,23,0
2010-04-21 22:00:00,124.827,124.838,124.636,124.687,2593,25,0
2010-04-22 00:00:00,124.689,124.735,124.476,124.507,2588,25,0
2010-04-22 02:00:00,124.508,124.508,124.049,124.203,5291,24,0
2010-04-22 04:00:00,124.202,124.38,124.101,124.359,3490,24,0
2010-04-22 06:00:00,124.358,124.477,124.274,124.39,3468,23,0
2010-04-22 08:00:00,124.388,124.883,124.318,124.792,6170,24,0
2010-04-22 10:00:00,124.793,125.165,124.168,124.393,9031,24,0
2010-04-22 12:00:00,124.397,124.408,123.84,124.035,7313,24,0
2010-04-22 14:00:00,124.039,124.19,123.308,123.461,8082,24,0
2010-04-22 16:00:00,123.453,124.039,123.356,123.685,8421,24,0
2010-04-22 18:00:00,123.678,124.311,123.633,124.287,5891,24,0
2010-04-22 20:00:00,124.286,124.606,124.204,124.601,4479,24,0
2010-04-22 22:00:00,124.602,124.602,124.027,124.16,3294,25,0
2010-04-23 00:00:00,124.173,124.187,123.504,123.658,4724,25,0
2010-04-23 02:00:00,123.66,123.775,123.405,123.485,4763,24,0
2010-04-23 04:00:00,123.48,123.617,123.456,123.477,3698,24,0
2010-04-23 06:00:00,123.479,123.689,123.476,123.679,3420,23,0
2010-04-23 08:00:00,123.677,123.921,123.458,123.887,6229,22,0
2010-04-23 10:00:00,123.884,124.719,123.835,124.373,8655,24,0
2010-04-23 12:00:00,124.371,124.947,124.201,124.91,6656,24,0
2010-04-23 14:00:00,124.913,125.379,124.801,125.378,8786,24,0
2010-04-23 16:00:00,125.388,125.958,125.292,125.826,8512,24,0
2010-04-23 18:00:00,125.825,125.96,125.761,125.917,3843,24,0
2010-04-23 20:00:00,125.916,126.042,125.72,125.746,3526,24,0
2010-04-23 22:00:00,125.736,125.752,125.542,125.72,1276,26,0
2010-04-26 00:00:00,125.601,125.83,125.506,125.82,3784,28,0
2010-04-26 02:00:00,125.824,126.288,125.803,126.252,5423,22,0
2010-04-26 04:00:00,126.254,126.262,125.912,125.93,3255,21,0
2010-04-26 06:00:00,125.934,126.072,125.751,125.968,4077,20,0
2010-04-26 08:00:00,125.974,126.129,125.702,125.719,6616,22,0
2010-04-26 10:00:00,125.721,125.722,125.048,125.2,7179,22,0
2010-04-26 12:00:00,125.203,125.596,125.197,125.533,6469,20,0
2010-04-26 14:00:00,125.539,125.807,125.27,125.27,7907,20,0
2010-04-26 16:00:00,125.273,125.559,125.073,125.442,7909,22,0
2010-04-26 18:00:00,125.443,125.572,125.316,125.486,4560,23,0
2010-04-26 20:00:00,125.487,125.663,125.414,125.654,4240,23,0
2010-04-26 22:00:00,125.652,125.955,125.577,125.896,4886,25,0
2010-04-27 00:00:00,125.896,125.954,125.678,125.728,3772,24,0
2010-04-27 02:00:00,125.729,125.761,125.427,125.438,5423,21,0
2010-04-27 04:00:00,125.437,125.605,125.318,125.588,3834,22,0
2010-04-27 06:00:00,125.589,125.802,125.52,125.631,4350,23,0
2010-04-27 08:00:00,125.636,125.679,125.163,125.163,7522,22,0
2010-04-27 10:00:00,125.162,125.456,124.677,124.782,6829,22,0
2010-04-27 12:00:00,124.783,124.885,124.525,124.699,6714,22,0
2010-04-27 14:00:00,124.696,124.815,124.077,124.454,8275,22,0
2010-04-27 16:00:00,124.489,124.869,123.004,123.049,10785,22,0
2010-04-27 18:00:00,123.052,123.758,122.662,123.519,7961,25,0
2010-04-27 20:00:00,123.521,123.525,122.555,122.756,6644,24,0
2010-04-27 22:00:00,122.757,122.93,122.352,122.564,5137,26,0
2010-04-28 00:00:00,122.602,122.954,122.566,122.804,4260,23,0
2010-04-28 02:00:00,122.803,122.942,122.463,122.858,6521,22,0
2010-04-28 04:00:00,122.862,123.316,122.862,123.249,5402,22,0
2010-04-28 06:00:00,123.248,123.249,122.796,122.901,5615,22,0
2010-04-28 08:00:00,122.9,123.303,122.899,122.968,8285,20,0
2010-04-28 10:00:00,122.973,123.751,122.809,123.736,9346,22,0
2010-04-28 12:00:00,123.739,124.028,123.66,123.811,7548,22,0
2010-04-28 14:00:00,123.813,124.897,123.812,123.919,9990,22,0
2010-04-28 16:00:00,123.917,124.393,123.292,123.504,10087,24,0
2010-04-28 18:00:00,123.509,123.993,123.246,123.915,6382,25,0
2010-04-28 20:00:00,123.914,124.431,123.574,124.222,7084,24,0
2010-04-28 22:00:00,124.223,124.37,124.187,124.331,4003,26,0
2010-04-29 00:00:00,124.331,124.367,123.89,124.051,4012,25,0
2010-04-29 02:00:00,124.049,124.059,123.745,123.903,3602,24,0
2010-04-29 04:00:00,123.899,124.188,123.874,124.022,2940,24,0
2010-04-29 06:00:00,124.021,124.374,123.938,124.263,3363,23,0
2010-04-29 08:00:00,124.262,124.354,124.076,124.205,7319,22,0
2010-04-29 10:00:00,124.204,124.647,124.157,124.576,7544,22,0
2010-04-29 12:00:00,124.571,124.86,124.435,124.767,8005,22,0
2010-04-29 14:00:00,124.769,124.817,124.351,124.559,7717,21,0
2010-04-29 16:00:00,124.555,124.872,124.414,124.677,7769,22,0
2010-04-29 18:00:00,124.679,124.814,124.512,124.691,5468,24,0
2010-04-29 20:00:00,124.692,124.74,124.396,124.581,4195,24,0
2010-04-29 22:00:00,124.578,124.63,124.309,124.617,3394,26,0
2010-04-30 00:00:00,124.597,124.72,124.489,124.495,3766,25,0
2010-04-30 02:00:00,124.493,124.677,124.373,124.527,5407,22,0
2010-04-30 04:00:00,124.524,124.604,124.426,124.53,3849,22,0
2010-04-30 06:00:00,124.529,124.646,124.415,124.562,4002,22,0
2010-04-30 08:00:00,124.567,125.28,124.56,125.181,6720,22,0
2010-04-30 10:00:00,125.18,125.879,125.123,125.816,6298,22,0
2010-04-30 12:00:00,125.816,125.948,125.67,125.819,5647,22,0
2010-04-30 14:00:00,125.822,125.847,125.339,125.365,7643,22,0
2010-04-30 16:00:00,125.364,125.412,124.703,125.347,9699,24,0
2010-04-30 18:00:00,125.348,125.424,124.731,124.954,6209,24,0
2010-04-30 20:00:00,124.955,125.155,124.912,125.053,4875,24,0
2010-04-30 22:00:00,125.052,125.167,124.757,124.759,1941,26,0
2010-05-03 00:00:00,125.208,125.407,125.075,125.279,3266,28,0
2010-05-03 02:00:00,125.277,125.296,124.102,124.102,5024,24,0
2010-05-03 04:00:00,124.103,124.325,123.984,124.104,2821,24,0
2010-05-03 06:00:00,124.108,124.495,124.036,124.438,2951,24,0
2010-05-03 08:00:00,124.437,124.606,124.117,124.371,5408,25,0
2010-05-03 10:00:00,124.373,124.574,124.306,124.499,3783,24,0
2010-05-03 12:00:00,124.501,124.834,124.399,124.74,5067,24,0
2010-05-03 14:00:00,124.739,125.186,124.738,125.05,5823,22,0
2010-05-03 16:00:00,125.052,125.217,124.35,124.813,7311,20,0
2010-05-03 18:00:00,124.812,125.063,124.776,124.93,4311,22,0
2010-05-03 20:00:00,124.933,125.012,124.783,124.805,3528,24,0
2010-05-03 22:00:00,124.806,124.84,124.611,124.746,2311,27,0
2010-05-04 00:00:00,124.743,124.988,124.709,124.889,2510,25,0
2010-05-04 02:00:00,124.888,125.422,124.886,125.397,3925,23,0
2010-05-04 04:00:00,125.396,125.442,125.177,125.202,2863,24,0
2010-05-04 06:00:00,125.201,125.345,124.931,125.089,3658,24,0
2010-05-04 08:00:00,125.088,125.231,124.595,124.794,6388,22,0
2010-05-04 10:00:00,124.793,124.901,124.018,124.283,7142,22,0
2010-05-04 12:00:00,124.286,124.326,123.61,123.716,6442,24,0
2010-05-04 14:00:00,123.719,123.884,123.021,123.428,9067,24,0
2010-05-04 16:00:00,123.432,123.624,123.019,123.311,8925,22,0
2010-05-04 18:00:00,123.309,123.316,122.753,122.854,6626,24,0
2010-05-04 20:00:00,122.856,122.935,122.629,122.834,5404,25,0
2010-05-04 22:00:00,122.833,122.921,122.693,122.791,4242,27,0
2010-05-05 00:00:00,122.797,123.165,122.757,123.135,3646,24,0
2010-05-05 02:00:00,123.136,123.154,122.57,122.725,5146,24,0
2010-05-05 04:00:00,122.724,122.928,122.693,122.729,3862,25,0
2010-05-05 06:00:00,122.728,123.017,122.498,122.951,3937,24,0
2010-05-05 08:00:00,122.948,123.375,122.289,122.496,7583,22,0
2010-05-05 10:00:00,122.494,123.123,122.316,122.919,7859,15,0
2010-05-05 12:00:00,122.918,123.054,122.407,122.529,6792,22,0
2010-05-05 14:00:00,122.528,122.843,120.708,121.056,10316,22,0
2010-05-05 16:00:00,121.069,121.593,120.97,121.551,9370,24,0
2010-05-05 18:00:00,121.548,121.728,120.854,120.872,6763,24,0
2010-05-05 20:00:00,120.871,120.899,119.94,120.189,7328,24,0
2010-05-05 22:00:00,120.188,120.458,120.032,120.44,3599,25,0
2010-05-06 00:00:00,120.414,120.471,120.145,120.302,3877,26,0
2010-05-06 02:00:00,120.301,120.501,120.135,120.41,5500,24,0
2010-05-06 04:00:00,120.408,120.708,120.392,120.626,3654,23,0
2010-05-06 06:00:00,120.624,120.656,120.231,120.439,4414,20,0
2010-05-06 08:00:00,120.436,120.445,118.844,119.755,9568,22,0
2010-05-06 10:00:00,119.756,120.464,119.492,119.762,8885,22,0
2010-05-06 12:00:00,119.765,120.074,119.382,119.509,8004,22,0
2010-05-06 14:00:00,119.506,119.712,118.568,119.235,11037,21,0
2010-05-06 16:00:00,119.23,119.451,116.583,117.03,11235,24,0
2010-05-06 18:00:00,117.019,117.957,116.102,116.23,10850,25,0
2010-05-06 20:00:00,116.244,116.392,110.69,113.939,13457,27,0
2010-05-06 22:00:00,113.934,114.769,113.047,114.718,7958,30,0
2010-05-07 00:00:00,114.72,116.05,113.631,115.58,8660,29,0
2010-05-07 02:00:00,115.557,116.321,114.646,116.266,10576,33,0
2010-05-07 04:00:00,116.11,117.884,116.099,117.84,9538,31,0
2010-05-07 06:00:00,117.842,117.878,116.231,116.977,9762,31,0
2010-05-07 08:00:00,116.983,117.468,115.851,117.055,11883,30,0
2010-05-07 10:00:00,117.049,117.778,116.872,117.257,10444,29,0
2010-05-07 12:00:00,117.258,118.372,117.255,117.943,9530,28,0
2010-05-07 14:00:00,117.935,118.726,116.178,116.437,12771,29,0
2010-05-07 16:00:00,116.433,116.897,114.637,116.556,13433,28,0
2010-05-07 18:00:00,116.553,117.356,116.267,116.779,10625,30,0
2010-05-07 20:00:00,116.775,116.924,115.769,116.351,8903,31,0
2010-05-07 22:00:00,116.353,116.813,116.307,116.782,2128,33,0
2010-05-10 00:00:00,119.822,119.822,118.085,118.6,9198,35,0
2010-05-10 02:00:00,118.601,119.586,118.153,119.376,10723,31,0
2010-05-10 04:00:00,119.372,120.095,119.299,119.866,7306,26,0
2010-05-10 06:00:00,119.872,120.002,119.476,119.93,7111,25,0
2010-05-10 08:00:00,119.931,121.807,119.917,121.725,10786,23,0
2010-05-10 10:00:00,121.733,122.277,121.242,121.5,10071,25,0
2010-05-10 12:00:00,121.499,121.699,120.972,121.071,9203,23,0
2010-05-10 14:00:00,121.023,121.289,119.772,119.991,11461,24,0
2010-05-10 16:00:00,119.988,120.204,119.191,120.101,11280,24,0
2010-05-10 18:00:00,120.106,120.123,118.85,119.169,8491,23,0
2010-05-10 20:00:00,119.171,119.301,118.857,119.195,6219,23,0
2010-05-10 22:00:00,119.193,119.443,119.103,119.361,3325,23,0
2010-05-11 00:00:00,119.361,119.392,118.305,118.465,4843,26,0
2010-05-11 02:00:00,118.47,119.357,118.234,118.939,7473,25,0
2010-05-11 04:00:00,118.937,119.075,118.384,118.459,4824,25,0
2010-05-11 06:00:00,118.457,118.457,117.766,117.849,7609,25,0
2010-05-11 08:00:00,117.845,118.266,117.177,118.176,10068,23,0
2010-05-11 10:00:00,118.175,118.177,116.952,117.212,9366,20,0
2010-05-11 12:00:00,117.209,117.516,116.894,117.065,8227,22,0
2010-05-11 14:00:00,117.069,118.222,117.069,118.119,9818,23,0
2010-05-11 16:00:00,118.121,118.448,117.592,118.048,10192,20,0
2010-05-11 18:00:00,118.045,118.678,117.974,118.488,7771,22,0
2010-05-11 20:00:00,118.489,118.549,117.456,117.645,6988,22,0
2010-05-11 22:00:00,117.646,117.684,117.026,117.065,5032,25,0
2010-05-12 00:00:00,117.068,117.329,116.663,117.329,5110,25,0
2010-05-12 02:00:00,117.326,117.651,116.871,117.152,6554,27,0
2010-05-12 04:00:00,117.155,117.33,117.01,117.168,4543,25,0
2010-05-12 06:00:00,117.167,117.284,116.558,117.193,7104,25,0
2010-05-12 08:00:00,117.188,117.799,116.854,117.799,8701,24,0
2010-05-12 10:00:00,117.803,118.413,117.653,117.909,9726,24,0
2010-05-12 12:00:00,117.907,118.292,117.608,118.223,8117,23,0
2010-05-12 14:00:00,118.276,118.301,117.68,118.079,8804,22,0
2010-05-12 16:00:00,118.077,118.265,117.172,117.497,9720,22,0
2010-05-12 18:00:00,117.495,118.02,117.375,117.535,7079,25,0
2010-05-12 20:00:00,117.529,117.814,117.515,117.657,5034,24,0
2010-05-12 22:00:00,117.658,117.797,117.498,117.781,3464,27,0
2010-05-13 00:00:00,117.765,117.845,117.553,117.841,3288,28,0
2010-05-13 02:00:00,117.839,117.943,117.613,117.935,4969,22,0
2010-05-13 04:00:00,117.932,118.044,117.76,117.876,4141,23,0
2010-05-13 06:00:00,117.874,118.254,117.793,118.238,4523,22,0
2010-05-13 08:00:00,118.234,118.698,117.923,118.119,7532,24,0
2010-05-13 10:00:00,118.117,118.19,116.608,117.085,9239,23,0
2010-05-13 12:00:00,117.094,117.383,116.63,116.834,7401,25,0
2010-05-13 14:00:00,116.83,117.153,116.282,116.395,9110,26,0
2010-05-13 16:00:00,116.387,116.898,116.336,116.502,8926,26,0
2010-05-13 18:00:00,116.497,116.973,116.357,116.852,6419,26,0
2010-05-13 20:00:00,116.854,116.973,116.22,116.22,6102,26,0
2010-05-13 22:00:00,116.219,116.271,115.924,116.06,3926,27,0
2010-05-14 00:00:00,116.058,116.342,115.978,116.037,3444,25,0
2010-05-14 02:00:00,116.039,116.408,115.86,116.322,5470,24,0
2010-05-14 04:00:00,116.324,116.479,116.188,116.27,3636,22,0
2010-05-14 06:00:00,116.275,116.711,116.002,116.253,5026,23,0
2010-05-14 08:00:00,116.249,116.994,116.095,116.137,8357,23,0
2010-05-14 10:00:00,116.135,116.14,114.752,114.84,9782,23,0
2010-05-14 12:00:00,114.839,115.694,114.815,115.437,8082,25,0
2010-05-14 14:00:00,115.438,116.106,114.886,114.974,12098,25,0
2010-05-14 16:00:00,114.982,115.043,113.498,113.926,12215,25,0
